8 0.0163 0.01695 0.0161 0.0181 0.01595
9 0.0179 0.01855 0.01765 0.01945 0.0176
10 0.0186 0.0187 0.0185 0.01935 0.01845
11 0.0185 0.0187 0.0184 0.0198 0.0184
12 0.0179 0.0181 0.0177 0.0197 0.0176
13 0.0166 0.0171 0.0162 0.0171 0.01615
14 0.0147 0.0154 0.0144 0.01565 0.01385
15 0.0115 0.01205 0.0113 0.013 0.0109
16 0.00857 0.008775 0.00769 0.009205 0.007575
17 0.0051 0.0053 0.004575 0.00562 0.00443
18 0.0029 0.00313 0.00278 0.00361 0.002585
19 0 0 0 0 0
20 0 0 0 0 0
